Completion_Time,Feedback_Rating,Attendance,Performance_Score,Predicted_Score,Performance_Category
5.3,2.24,93.15,67.26,65.17220000000015,Average
7.0,1.59,25.84,43.67,43.64725000000003,Struggle
1.74,2.7,97.58,89.96,89.0127499999997,Excel
3.03,1.0,52.96,46.81,58.45290000000007,Struggle
5.92,2.3,99.19,50.11,54.71020000000005,Struggle
2.27,2.8,92.89,86.24,84.36884999999992,Excel
4.73,3.95,83.01,66.11,67.64530000000006,Average
5.78,2.98,86.75,56.48,56.100199999999816,Struggle
4.35,2.87,53.63,41.73,51.32604999999984,Struggle
1.71,3.58,52.07,82.15,74.97515,Average
2.92,3.57,55.09,70.81,72.53649999999999,Average
6.19,1.8,54.37,41.72,40.908450000000066,Struggle
3.85,2.86,46.92,51.15,55.97944999999987,Struggle
1.2,4.0,9.72,93.98,88.54135000000016,Excel
5.68,3.52,93.01,72.96,68.52814999999981,Average
1.36,1.0,6.18,81.68,77.60900000000014,Excel
5.19,2.81,61.99,69.64,67.16739999999986,Average
1.94,3.83,82.64,85.9,85.34139999999992,Excel
6.68,3.92,65.99,66.67,63.653450000000056,Average
2.81,2.71,62.16,66.31,67.2333999999999,Average
2.53,3.52,67.12,66.71,69.09729999999983,Average
1.48,1.0,89.83,60.57,63.856799999999836,Average
2.9,3.71,79.31,95.66,86.5239499999999,Excel
6.16,3.21,0.0,60.06,55.848700000000015,Struggle
6.77,1.61,90.89,44.5,51.19465,Struggle
3.03,5.0,66.83,76.88,81.45594999999979,Excel
3.4,3.66,84.96,88.1,82.80545000000012,Excel
5.24,4.0,71.96,76.35,74.88295000000001,Average
6.02,4.3,86.56,70.8,68.92799999999987,Average
4.76,2.99,96.37,89.94,81.3338000000001,Excel
2.97,1.0,87.5,60.29,61.82535000000017,Average
3.93,3.37,39.22,87.5,82.18429999999994,Excel
4.76,5.0,57.55,64.79,68.55025000000025,Average
1.46,1.0,0.0,75.21,70.33689999999984,Average
5.05,1.8,66.83,43.84,45.95935000000006,Struggle
3.92,5.0,53.77,86.57,82.18695,Excel
6.18,2.98,6.32,49.52,49.94980000000019,Struggle
1.2,3.48,64.59,91.85,88.40470000000009,Excel
4.21,1.8,52.44,41.01,45.053700000000134,Struggle
3.64,1.88,95.14,59.39,64.0711999999999,Average
3.92,4.46,74.16,63.58,69.02769999999991,Average
1.2,1.75,24.11,62.76,65.19735000000013,Average
4.56,5.0,85.82,71.83,75.0955999999999,Average
3.9,3.06,94.3,76.36,75.1417000000001,Average
4.24,1.11,50.02,38.46,43.07604999999998,Struggle
4.37,2.45,84.39,53.19,59.84495000000001,Struggle
5.17,1.0,88.35,66.47,62.13429999999993,Average
6.32,3.34,60.5,44.6,48.0140000000001,Struggle
2.64,2.17,74.48,89.41,84.10364999999994,Excel
5.88,4.26,8.33,51.8,64.00535000000006,Average
3.86,2.87,87.34,56.15,59.972799999999864,Struggle
1.74,1.0,92.37,87.25,81.53279999999998,Excel
3.92,1.8,15.97,57.06,53.08855000000005,Struggle
3.47,1.8,90.82,67.38,64.59044999999992,Average
5.63,2.87,88.58,50.42,53.28510000000002,Struggle
5.06,4.0,67.35,74.26,75.82900000000012,Excel
6.2,4.5,84.51,76.52,73.44225000000023,Average
4.54,4.11,50.0,68.72,67.54689999999987,Average
3.78,2.14,96.59,69.85,70.49905000000015,Average
1.4,2.89,66.83,68.29,70.87820000000023,Average
3.22,3.0,81.02,77.29,72.9897000000002,Average
3.44,5.0,83.23,81.46,83.8442499999997,Excel
1.42,3.97,78.07,100.0,95.78755000000001,Excel
1.98,1.0,57.68,62.79,62.55890000000012,Average
4.61,2.0,52.55,47.6,49.214850000000155,Struggle
5.65,4.58,95.39,77.49,75.72159999999987,Excel
6.76,5.0,55.97,65.24,61.2165500000001,Average
7.0,2.39,58.56,62.91,59.19504999999995,Struggle
4.55,2.71,95.68,76.44,73.38710000000009,Average
3.1,3.82,84.08,94.4,85.7929,Excel
4.96,3.84,84.96,68.34,68.53900000000006,Average
6.06,5.0,99.27,78.83,77.10045,Excel
2.16,4.67,24.14,94.93,91.67605000000017,Excel
3.73,5.0,48.59,86.35,85.08355000000012,Excel
5.74,3.04,61.95,48.32,51.64069999999988,Struggle
3.78,2.87,81.52,60.42,67.54015000000003,Average
4.85,2.19,90.34,74.43,71.06435000000012,Average
4.19,1.81,63.15,69.73,55.06295000000004,Struggle
2.17,4.31,42.72,93.74,91.04045000000004,Excel
3.23,1.8,89.31,63.74,62.942599999999864,Average
2.95,1.03,69.27,72.91,70.08079999999997,Average
3.92,3.81,3.38,94.1,85.63475000000012,Excel
1.0,2.87,7.03,65.29,72.30375000000028,Average
6.12,2.08,80.39,47.98,49.17919999999987,Struggle
2.35,2.35,65.73,72.87,71.85245000000018,Average
4.14,3.29,68.71,79.65,74.30189999999983,Average
3.07,1.0,82.12,63.5,62.94235000000004,Average
6.39,2.44,94.35,71.03,65.24130000000014,Average
2.45,2.59,60.02,67.83,70.66619999999998,Average
4.03,5.0,62.3,78.43,78.14830000000019,Excel
6.5,4.47,97.64,62.81,65.80555,Average
6.12,1.1,56.76,46.33,47.62629999999999,Struggle
1.84,1.8,59.56,60.34,60.24865000000003,Struggle
3.92,1.0,71.03,36.09,46.980200000000075,Struggle
4.02,2.93,79.48,76.33,74.55000000000001,Average
4.22,1.23,42.61,55.49,55.60794999999993,Struggle
1.54,1.57,64.6,74.23,72.44529999999972,Average
1.64,2.36,96.03,91.71,89.49314999999972,Excel
4.97,1.0,95.75,62.77,61.13940000000022,Average
3.5,2.87,69.6,56.19,60.354150000000054,Struggle
3.67,5.0,71.71,79.61,80.57510000000019,Excel
5.1,5.0,54.79,80.2,76.3793500000002,Excel
5.17,1.8,83.15,47.82,49.36214999999993,Struggle
2.18,3.22,69.11,63.09,67.54605000000005,Average
4.66,4.64,33.83,82.61,76.48855000000017,Excel
3.92,2.75,67.4,56.1,59.868150000000085,Struggle
5.67,4.71,61.77,74.37,70.31580000000012,Average
5.17,1.8,72.91,42.95,44.84969999999998,Struggle
6.55,2.49,48.26,74.89,67.02364999999992,Average
1.17,1.0,87.1,79.01,75.44150000000019,Excel
1.44,4.0,88.94,98.67,98.43389999999995,Excel
2.39,1.27,68.74,62.33,64.53539999999997,Average
2.89,5.0,88.23,80.09,82.95170000000002,Excel
2.5,2.12,50.33,45.98,55.98894999999986,Struggle
6.17,2.77,73.85,41.9,44.212499999999885,Struggle
2.63,4.89,89.7,93.3,89.98134999999982,Excel
3.08,2.11,81.5,81.45,76.67970000000018,Excel
5.14,4.51,73.7,75.33,73.04504999999993,Average
3.31,2.52,82.23,69.0,70.6043,Average
6.0,4.28,56.47,82.17,73.25110000000006,Average
1.0,2.6,78.32,84.08,83.29399999999998,Excel
3.92,3.92,54.41,95.68,90.01045000000016,Excel
1.05,5.0,2.23,100.0,98.87,Excel
1.35,2.12,66.83,74.37,75.97315000000025,Excel
6.51,3.54,78.67,67.29,58.53259999999998,Struggle
1.85,4.19,20.36,86.43,84.97475000000011,Excel
4.6,1.0,68.72,55.17,53.803200000000025,Struggle
3.74,5.0,78.27,74.21,80.06244999999971,Excel
3.56,2.09,89.86,63.0,66.10609999999998,Average
6.38,5.0,36.7,67.6,68.06820000000008,Average
1.0,3.3,2.61,80.73,76.75315000000012,Excel
5.44,1.8,37.4,36.98,39.5494999999999,Struggle
6.28,2.4,87.23,49.36,59.680899999999994,Struggle
4.64,3.11,70.95,65.6,64.92045000000014,Average
6.15,5.0,46.67,63.65,65.37489999999984,Average
1.57,5.0,90.13,100.0,96.8618499999999,Excel
3.95,1.0,64.81,60.02,57.42760000000018,Struggle
2.45,1.0,54.84,53.54,62.89174999999997,Average
5.12,4.8,76.01,66.43,66.99835000000014,Average
6.62,4.06,40.13,53.61,55.209100000000035,Struggle
2.53,1.0,89.86,80.57,73.39914999999988,Average
4.6,2.04,98.42,66.79,66.36175000000001,Average
2.36,2.81,52.77,69.13,71.31895000000003,Average
4.26,3.15,79.58,65.12,66.67930000000011,Average
3.6,2.87,84.06,82.89,76.65094999999992,Excel
6.79,3.98,66.12,61.6,62.53255000000016,Average
4.69,3.51,97.13,89.02,83.3590500000002,Excel
2.74,4.77,65.03,74.84,76.03485000000009,Excel
1.89,3.55,76.09,66.58,80.69585000000009,Excel
2.29,5.0,0.0,88.44,87.77752500000005,Excel
2.13,2.23,41.62,75.22,73.03874999999985,Average
2.19,1.0,79.26,60.89,65.3071,Average
3.92,1.49,86.26,60.95,63.474850000000124,Average
3.92,1.0,59.51,64.86,64.82340000000005,Average
3.68,5.0,85.71,85.57,85.49599999999982,Excel
1.81,1.81,66.83,75.21,72.80799999999978,Average
5.9,3.71,63.68,73.18,70.40830000000011,Average
5.01,1.8,57.19,38.37,45.66715000000005,Struggle
1.89,3.38,58.13,73.29,73.76040000000017,Average
5.04,4.0,58.14,79.58,77.58099999999995,Excel
4.66,5.0,94.54,87.77,87.18955000000017,Excel
1.17,1.0,53.8,60.2,61.58820000000008,Average
4.07,2.91,90.08,66.18,68.2275000000001,Average
3.91,2.87,61.68,56.29,59.836600000000146,Struggle
1.57,3.4,73.42,84.55,85.46814999999978,Excel
3.92,4.83,95.8,68.27,74.00370000000021,Average
6.49,3.0,79.3,67.64,66.1097999999999,Average
4.67,2.04,60.51,55.6,51.56895,Struggle
4.0,5.0,64.2,73.19,76.99240000000007,Excel
3.42,1.75,96.02,74.84,73.70390000000003,Average
5.16,1.0,71.36,50.5,49.66199999999997,Struggle
4.48,3.06,79.35,65.31,65.77359999999994,Average
1.0,5.0,73.0,95.11,95.09970000000013,Excel
3.76,2.17,68.92,76.58,69.18905,Average
5.81,3.11,61.16,58.91,58.226399999999906,Struggle
4.19,5.0,84.31,74.11,77.4179500000001,Excel
1.15,2.72,85.91,96.99,92.25624999999995,Excel
5.85,3.51,63.74,52.81,58.34854999999999,Struggle
1.72,3.13,89.45,77.27,80.05415000000028,Excel
2.76,4.71,92.73,94.52,85.08524999999996,Excel
2.09,3.45,66.83,96.85,88.20410000000014,Excel
3.2,2.09,26.75,62.05,61.714500000000015,Average
5.94,4.46,65.2,51.77,58.60615000000018,Struggle
3.77,1.0,66.83,66.27,62.57195000000016,Average
1.99,1.8,59.93,58.18,59.026500000000034,Struggle
6.77,4.0,50.17,71.53,68.34750000000018,Average
5.94,1.62,93.54,55.74,56.542049999999854,Struggle
6.44,4.3,29.82,68.67,61.60160000000002,Average
2.66,1.8,70.72,60.67,61.85000000000005,Average
3.89,4.79,44.56,74.02,74.6272000000002,Average
6.64,1.0,92.41,34.89,38.42965000000008,Struggle
5.35,4.86,1.62,68.18,71.61875000000008,Average
1.33,3.12,5.12,94.24,90.8678,Excel
1.08,2.5,80.85,92.19,86.52115000000012,Excel
3.94,1.8,76.36,53.1,54.106500000000096,Struggle
6.45,1.0,45.29,39.78,41.54514999999996,Struggle
4.12,1.8,62.19,44.63,46.82249999999997,Struggle
3.79,2.96,81.2,59.53,64.87195000000015,Average
2.08,1.51,72.34,84.69,79.94815000000008,Excel
4.95,4.86,65.84,73.95,71.42575000000018,Average
5.99,2.45,36.35,65.42,53.992900000000034,Struggle
3.73,2.2,75.59,72.44,68.87150000000005,Average
5.8,3.69,70.84,51.07,54.96494999999986,Struggle
7.0,2.78,89.46,51.85,51.212750000000135,Struggle
1.83,2.35,71.24,64.98,70.09154999999978,Average
4.49,2.4,63.47,79.38,75.89754999999977,Excel
2.56,2.87,93.1,85.4,83.94334999999988,Excel
6.07,1.8,79.84,47.97,47.39714999999997,Struggle
4.83,3.31,79.58,50.46,54.857249999999894,Struggle
4.58,5.0,66.83,76.25,75.50790000000008,Excel
5.7,5.0,85.94,71.39,76.03229999999994,Excel
3.61,3.44,65.65,70.79,68.87980000000026,Average
6.09,1.63,51.69,45.13,46.522000000000006,Struggle
4.46,1.85,90.53,63.12,62.04810000000016,Average
1.56,3.92,56.45,91.64,89.26239999999989,Excel
5.59,4.99,46.84,72.19,71.03710000000004,Average
5.54,1.21,6.49,40.11,44.20714999999993,Struggle
2.98,3.39,68.77,81.16,75.30574999999993,Excel
5.76,2.04,26.83,57.18,55.26165000000012,Struggle
6.21,1.99,37.57,52.43,55.68290000000006,Struggle
2.56,1.0,82.66,72.04,64.01620000000004,Average
6.89,1.0,58.57,33.39,39.96435000000002,Struggle
1.34,1.0,68.58,56.3,66.79234999999981,Average
2.6,3.69,96.51,93.16,89.94819999999994,Excel
1.62,2.87,72.12,68.31,71.01634999999996,Average
6.63,5.0,90.13,69.79,71.27750000000019,Average
4.9,5.0,96.36,93.25,84.82214999999998,Excel
1.93,2.91,59.16,71.17,68.79265000000001,Average
3.35,4.49,68.42,71.48,70.73524999999984,Average
4.8,3.21,65.87,73.27,69.38260000000017,Average
1.54,3.16,98.13,98.12,94.79965000000018,Excel
5.95,2.04,66.83,69.62,63.70165000000011,Average
5.56,2.2,91.86,60.63,60.27069999999988,Struggle
3.6,4.42,50.76,54.37,59.75690000000008,Struggle
6.37,4.18,97.71,63.27,65.25910000000003,Average
3.02,2.9,0.0,92.4,85.3082499999999,Excel
6.62,2.11,88.4,49.81,53.447649999999946,Struggle
5.19,5.0,54.08,76.69,76.31865000000012,Excel
4.63,2.88,8.69,47.42,52.039450000000045,Struggle
1.84,2.87,98.11,100.0,92.1583999999998,Excel
5.92,3.48,75.03,64.04,64.54234999999998,Average
3.64,3.65,42.53,63.41,66.95824999999995,Average
1.81,5.0,92.0,83.0,87.03720000000007,Excel
1.26,1.89,0.0,66.08,68.59365000000001,Average
4.6,1.9,44.72,52.65,52.46474999999989,Struggle
4.24,1.25,68.79,47.95,62.11565000000002,Average
5.1,3.06,67.49,40.84,48.850300000000054,Struggle
6.35,1.39,65.38,42.74,44.6785499999999,Struggle
1.23,5.0,66.83,86.85,87.68220000000007,Excel
5.79,2.43,58.65,55.22,55.89374999999995,Struggle
2.39,1.0,82.02,67.77,65.07480000000005,Average
6.14,4.21,95.97,75.55,75.04449999999989,Average
6.38,4.21,40.58,64.13,61.41724999999988,Average
3.92,5.0,64.9,84.77,81.67657250000016,Excel
5.09,5.0,57.96,60.68,65.98420000000016,Average
2.49,1.0,56.96,67.49,65.07389999999991,Average
3.87,2.7,98.57,77.75,76.648,Excel
6.29,4.39,67.46,58.9,74.85939999999991,Average
4.13,1.0,64.55,51.59,54.84175000000011,Struggle
3.25,1.0,66.83,49.08,59.04760000000007,Struggle
3.86,3.12,66.83,54.15,60.47424999999983,Struggle
6.12,1.01,42.95,49.88,44.694100000000034,Struggle
3.27,3.52,81.5,68.54,69.35895,Average
1.95,2.75,85.83,82.03,84.72470000000013,Excel
5.25,2.35,0.0,57.11,54.734050000000025,Struggle
6.14,2.87,58.25,64.17,64.62350000000006,Average
1.98,3.18,66.83,90.5,84.89909999999998,Excel
2.73,1.18,42.81,70.19,68.28920000000005,Average
1.37,1.0,86.16,61.21,66.23029999999986,Average
2.71,1.0,78.62,53.42,65.5181499999999,Average
4.05,2.37,74.33,64.64,63.816349999999915,Average
5.82,2.42,84.9,50.72,53.544649999999976,Struggle
4.8,2.31,69.79,56.07,58.82969999999992,Struggle
4.81,3.31,56.31,64.01,63.17005000000011,Average
3.52,2.19,74.44,72.85,70.29630000000012,Average
6.46,2.72,42.25,47.03,49.36055,Struggle
4.11,1.38,60.1,62.21,60.2918999999998,Struggle
6.58,4.26,96.78,64.28,68.84750000000004,Average
5.03,5.0,28.22,71.34,72.97500000000007,Average
1.36,5.0,70.46,90.03,88.27759999999996,Excel
5.45,3.01,57.75,57.5,54.67665000000009,Struggle
2.6,3.25,53.46,70.95,69.64490000000013,Average
5.28,1.46,9.87,49.18,50.15120000000009,Struggle
1.53,3.52,38.26,93.76,87.57130000000006,Excel
2.33,1.0,61.23,50.66,53.60254999999994,Struggle
6.18,5.0,52.69,65.51,65.90550000000012,Average
1.92,4.46,20.79,88.07,87.35549999999988,Excel
6.23,2.87,82.05,65.57,60.832349999999884,Average
2.56,1.0,0.0,56.93,55.93995000000014,Struggle
4.68,5.0,52.37,60.78,67.84405000000008,Average
5.65,1.0,66.83,64.54,42.90024999999994,Struggle
4.17,1.0,58.49,48.56,51.055400000000056,Struggle
3.04,1.11,96.54,72.15,72.55059999999983,Average
2.31,4.0,36.24,94.37,94.06070000000007,Excel
1.47,3.0,1.68,82.54,79.62540000000021,Excel
3.92,3.45,52.07,70.2,64.60869999999989,Average
5.08,2.09,93.84,53.16,67.03680000000007,Average
7.0,3.66,68.54,59.93,58.40790000000011,Struggle
3.92,1.81,70.37,62.69,58.75039999999997,Struggle
5.81,1.46,0.0,67.31,61.397849999999956,Average
6.03,1.04,96.12,64.19,61.51505000000006,Average
4.87,1.74,84.63,63.96,68.78455000000012,Average
2.52,3.17,62.38,73.25,70.73504999999997,Average
6.91,2.73,59.25,35.82,54.77145000000002,Struggle
4.55,5.0,61.52,75.59,76.30150000000009,Excel
4.2,1.36,63.18,66.72,65.41654999999986,Average
1.66,1.0,61.51,66.58,66.44940000000001,Average
3.18,4.4,59.36,68.39,71.87634999999989,Average
4.16,2.22,55.8,78.34,71.97975000000007,Average
5.98,1.0,9.36,36.66,41.57579999999995,Struggle
3.92,1.17,81.25,57.63,59.319899999999876,Struggle
3.6,4.52,64.54,78.28,70.0037,Average
6.64,1.26,53.26,43.48,45.37734999999982,Struggle
1.82,4.97,54.09,83.75,83.65004999999998,Excel
3.86,2.32,56.3,53.28,57.81045000000008,Struggle
1.54,4.85,2.63,93.78,90.72685000000008,Excel
5.72,1.0,82.89,42.58,43.67549999999996,Struggle
6.1,1.0,53.23,32.38,34.846050000000055,Struggle
2.26,2.59,38.51,92.4,85.47374999999984,Excel
5.96,1.33,63.93,53.96,52.572749999999886,Struggle
2.29,2.21,78.9,64.61,68.22400000000012,Average
6.46,1.0,41.23,40.75,41.23119999999999,Struggle
5.41,2.47,74.06,61.93,55.47739999999996,Struggle
5.89,2.04,65.73,58.58,58.625649999999986,Struggle
1.0,3.97,0.36,96.32,94.31939999999986,Excel
6.77,5.0,87.12,76.09,72.52065,Average
5.19,4.34,93.99,72.64,73.90044999999986,Average
2.53,3.57,69.55,81.62,73.92054999999993,Average
6.13,3.76,52.93,46.48,53.204099999999826,Struggle
2.86,2.87,87.0,86.9,81.2928999999999,Excel
6.57,3.01,54.85,48.07,51.33904999999992,Struggle
2.05,1.31,97.36,76.04,75.86705000000028,Excel
5.42,1.0,62.65,44.07,45.84969999999994,Struggle
3.92,2.09,87.11,54.81,68.75925000000008,Average
1.14,3.38,52.73,55.86,64.03305000000009,Average
2.06,3.74,54.17,73.93,76.86325000000015,Excel
1.38,3.94,7.04,92.37,90.51420000000014,Excel
3.54,3.74,88.45,71.91,78.69065000000005,Excel
2.67,3.94,62.11,72.58,76.4345999999999,Excel
4.24,1.0,68.24,43.14,47.61700000000003,Struggle
2.48,4.8,76.28,77.73,80.35089999999977,Excel
3.08,1.09,21.86,56.33,57.113849999999964,Struggle
5.22,4.26,41.84,62.45,64.6438000000001,Average
1.24,2.91,4.92,96.75,92.67494999999997,Excel
6.07,1.0,59.16,36.87,47.64010000000005,Struggle
6.29,1.0,68.42,47.27,37.76369999999996,Struggle
5.24,2.69,57.4,53.13,55.13644999999987,Struggle
4.42,4.0,81.79,82.44,81.64585000000005,Excel
6.63,4.89,59.41,68.59,65.15620000000007,Average
1.85,2.59,95.6,96.11,91.93405000000011,Excel
1.66,2.13,89.66,78.92,80.27954999999999,Excel
2.67,3.97,58.81,92.46,81.2274499999999,Excel
6.24,2.21,90.87,49.11,52.557599999999994,Struggle
1.0,1.01,0.94,59.95,61.79090000000009,Average
4.09,3.42,96.12,81.06,79.04804999999992,Excel
6.73,5.0,66.83,77.48,73.6391999999997,Average
5.75,1.16,89.26,41.41,50.450149999999915,Struggle
3.8,1.0,54.25,46.81,50.85220000000003,Struggle
1.21,2.73,79.14,67.27,70.01610000000025,Average
5.9,1.0,91.06,48.55,48.239249999999984,Struggle
4.99,1.8,93.08,55.55,55.632799999999925,Struggle
1.39,5.0,51.43,88.94,86.94024999999996,Excel
2.03,3.47,96.96,88.29,87.90535000000028,Excel
6.77,3.11,52.17,60.58,52.5508,Struggle
3.92,2.1,80.73,76.25,64.69270000000002,Average
6.41,4.74,84.67,64.16,66.96899999999997,Average
6.52,2.19,55.37,57.27,45.36860000000001,Struggle
4.72,2.38,66.83,65.55,63.69684999999987,Average
4.04,3.86,58.84,66.26,67.85135000000011,Average
3.59,3.04,69.23,66.68,65.71490000000013,Average
3.33,2.93,55.36,66.88,64.3181999999999,Average
3.49,5.0,56.65,87.67,85.49589999999996,Excel
5.18,4.73,92.46,83.8,73.44794999999996,Average
4.87,3.44,79.37,58.31,61.55804999999991,Average
6.43,2.05,58.06,56.99,53.502299999999885,Struggle
3.97,1.0,50.76,48.74,48.135349999999875,Struggle
4.22,5.0,85.04,74.97,76.4680499999999,Excel
4.91,1.49,77.51,55.92,58.34615000000005,Struggle
4.3,1.0,48.5,51.92,53.60190000000006,Struggle
5.62,1.0,90.66,61.72,58.281649999999935,Struggle
2.03,2.87,71.71,79.86,78.07025000000017,Excel
4.41,2.28,66.83,46.11,54.847050000000024,Struggle
1.22,5.0,97.0,100.0,97.38330000000008,Excel
2.84,2.11,77.26,55.75,60.94425000000001,Average
3.67,4.0,80.76,91.46,89.24644999999973,Excel
4.74,3.63,96.67,74.98,75.05900000000003,Average
6.83,3.92,96.58,50.82,57.64339999999996,Struggle
4.23,3.36,78.6,56.75,69.29605000000001,Average
5.4,2.96,39.5,68.35,64.19710000000016,Average
3.74,1.41,99.86,79.35,75.05663750000016,Average
5.16,4.49,84.04,69.22,69.63204999999985,Average
1.0,2.87,70.42,73.22,76.59904999999979,Excel
2.39,3.75,77.99,72.03,76.15715000000016,Excel
3.3,5.0,70.79,88.3,86.18124999999985,Excel
4.24,1.0,94.42,67.29,63.846150000000215,Average
1.64,1.67,0.0,79.42,78.42835000000002,Excel
2.24,1.17,91.18,69.93,72.2272000000001,Average
2.22,5.0,92.01,87.43,89.36235000000015,Excel
7.0,5.0,91.22,63.92,70.27605000000021,Average
3.27,1.97,86.11,69.73,68.00359999999995,Average
4.29,1.0,92.74,56.37,56.655300000000004,Struggle
1.99,2.65,69.36,60.35,67.10225000000013,Average
5.07,3.51,0.0,57.85,60.313450000000124,Struggle
2.58,2.44,92.12,75.82,76.2261,Excel
2.37,4.0,40.3,98.82,94.78089999999989,Excel
4.02,2.68,56.37,62.26,61.82685000000011,Average
1.0,1.83,1.03,64.32,68.44109999999993,Average
1.1,5.0,6.13,93.04,94.16785000000029,Excel
2.17,1.0,87.55,79.87,76.2670500000002,Excel
1.51,2.4,0.94,88.07,83.3452499999999,Excel
1.78,1.18,60.19,55.4,59.45044999999984,Struggle
3.22,3.33,59.99,70.09,70.68805000000009,Average
5.55,4.58,64.06,70.73,69.1443499999998,Average
4.9,2.36,89.65,68.45,70.6359500000001,Average
4.24,3.18,74.44,64.9,65.03824999999986,Average
2.46,2.5,86.58,84.03,76.45884999999994,Excel
6.84,3.64,39.83,71.07,49.893799999999935,Struggle
3.05,3.7,67.36,60.03,68.15425000000008,Average
1.08,3.82,92.07,87.11,86.8291500000002,Excel
4.73,5.0,51.77,80.15,77.90389999999985,Excel
1.73,1.49,98.74,71.97,75.66329999999985,Excel
2.76,5.0,82.41,85.3,85.5929499999998,Excel
3.89,3.26,71.62,69.48,73.59094999999996,Average
6.7,5.0,81.4,68.91,68.72394999999987,Average
3.75,4.0,56.14,59.62,66.53435000000022,Average
4.87,2.06,75.7,58.28,59.85340000000006,Struggle
7.0,3.54,99.25,62.43,61.939950000000096,Average
1.59,2.66,61.76,61.16,67.26029999999997,Average
2.83,2.87,86.11,70.72,81.01719999999996,Excel
3.1,1.0,71.75,56.71,59.54659999999981,Struggle
3.58,2.63,53.35,52.39,57.11804999999993,Struggle
3.36,4.68,60.24,82.08,80.69864999999999,Excel
6.91,4.33,73.52,54.34,54.074700000000085,Struggle
5.21,2.88,99.0,84.8,79.5949499999998,Excel
4.73,3.16,59.76,48.82,50.3149499999999,Struggle
3.3,4.95,45.71,75.52,75.94740000000019,Excel
6.43,1.8,78.78,45.61,44.66774999999998,Struggle
6.33,4.96,78.25,67.65,66.74634999999982,Average
6.26,3.93,80.76,71.93,70.59805000000013,Average
1.0,1.8,0.0,62.76,63.2930000000001,Average
4.91,3.65,17.12,76.12,57.40910000000009,Struggle
1.19,1.0,95.0,75.73,75.17409999999983,Excel
2.45,1.45,91.35,87.85,82.10415000000013,Excel
1.02,2.94,30.12,98.89,91.8196999999999,Excel
4.69,4.0,70.66,78.86,78.49150000000009,Excel
5.17,2.83,88.53,88.37,79.46950000000027,Excel
1.38,1.0,99.0,83.43,79.97910000000007,Excel
3.34,1.0,0.0,66.55,52.81130000000005,Struggle
4.21,2.55,94.97,65.8,66.6884499999998,Average
3.42,2.8,57.92,69.54,72.10110000000014,Average
1.71,3.97,95.72,96.46,95.82494999999972,Excel
3.92,2.87,67.33,58.75,61.80065000000001,Average
5.59,4.44,68.85,68.61,65.90144999999993,Average
1.07,3.89,66.83,73.89,77.85804999999988,Excel
1.53,3.16,46.5,70.92,72.91525000000003,Average
2.81,3.45,60.47,79.1,78.03350000000017,Excel
6.92,1.0,63.04,51.22,35.60064999999991,Struggle
5.48,3.25,28.52,67.57,63.700949999999914,Average
4.93,2.42,57.06,38.78,47.07830000000002,Struggle
3.1,3.96,72.01,78.77,79.3147000000002,Excel
4.48,2.06,64.1,46.49,62.227700000000034,Average
1.0,2.58,0.21,72.25,74.33074999999992,Average
5.11,3.42,24.95,63.78,62.158400000000135,Average
6.6,2.42,95.87,78.23,72.29294999999985,Average
3.92,3.61,73.33,62.64,68.38569999999987,Average
6.58,1.31,26.42,52.2,50.66890000000005,Struggle
5.03,1.15,86.98,61.88,60.90784999999989,Average
2.2,2.65,55.35,62.42,62.497,Average
3.92,4.0,71.91,69.34,73.3225000000001,Average
1.52,5.0,56.57,82.36,84.76705000000014,Excel
3.78,1.0,99.38,58.33,62.95396000000005,Average
1.69,3.66,40.8,78.05,76.92699999999975,Excel
1.37,3.9,2.49,98.87,93.00194999999987,Excel
3.51,3.95,36.32,67.08,71.03094999999995,Average
3.17,3.33,73.49,81.05,65.02045000000014,Average
4.0,1.0,53.01,51.31,51.13909999999999,Struggle
4.89,1.43,3.17,69.45,64.49105000000013,Average
1.74,2.41,8.91,64.18,69.54585000000012,Average
1.69,5.0,80.27,93.52,94.09240000000013,Excel
4.42,1.0,54.71,54.7,52.407800000000016,Struggle
3.39,3.73,94.2,65.49,70.54679999999985,Average
5.1,3.36,77.19,78.75,71.77799999999993,Average
5.27,1.0,52.01,39.25,42.344649999999966,Struggle
6.16,3.39,96.0,60.32,61.837899999999884,Average
5.38,1.0,66.83,61.26,55.08155000000013,Struggle
3.16,2.87,93.43,67.81,71.54949999999987,Average
5.31,2.65,92.84,88.44,78.96485000000011,Excel
2.46,3.8,0.0,86.85,76.50404999999989,Excel
3.15,2.06,66.83,46.72,54.21159999999993,Struggle
5.74,3.66,62.35,63.82,60.90684999999994,Average
3.45,2.11,93.78,75.92,75.32115000000003,Excel
6.24,4.4,7.0,77.8,73.4600499999998,Average
6.2,2.05,66.83,51.72,50.76074999999998,Struggle
6.64,3.1,72.0,54.15,53.61339999999987,Struggle
6.36,3.8,58.76,52.03,53.69220000000005,Struggle
3.74,3.76,98.42,75.75,79.34419999999999,Excel
3.02,1.82,37.9,68.74,63.98959999999995,Average
4.68,1.8,59.55,48.39,47.09184999999999,Struggle
2.77,3.02,50.46,88.74,83.77744999999992,Excel
4.4,2.61,62.14,57.04,61.83320000000026,Average
5.64,5.0,96.94,91.06,87.68384999999994,Excel
5.05,2.84,50.55,40.56,45.76720000000009,Struggle
3.71,3.53,21.72,72.97,71.9629499999999,Average
